run_id,dataset,subject,base,n_checkpoints,train_seeds,n_eval_total_per_checkpoint,CC,MSE,RMSE,T_RRMSE,S_RRMSE,SDR,PSD_KLD,PSD_WD,source_file
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A03,2,3,42 43 44,786,0.6804080075687833,0.2337837037112977,0.4746222131782108,0.7484142912758721,0.6535819901360406,2.5982319513956704,1.2134888238377042,20.30105845133464,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A03,4,3,42 43 44,786,0.6976540949609544,0.2203671452071931,0.4600073827637566,0.725245992342631,0.6134681436750624,2.885181771384345,1.0418416791492038,20.28447935316298,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A03,6,3,42 43 44,786,0.6970135834481981,0.2203242149617937,0.4597762293285793,0.7245923148261176,0.6063711510764228,2.893907149632772,1.0948406921492682,20.34199502733019,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A03,8,3,42 43 44,786,0.6926326221889919,0.2210719618532392,0.4606172839800517,0.7258225944307115,0.5867560108502705,2.877418120702108,1.1757065720028348,21.09592628479004,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A03,16,3,42 43 44,786,0.6817335486412048,0.2260807255903879,0.4660416841506958,0.7349935173988342,0.5848292178577847,2.77156310611301,1.3209474484125774,21.85211944580078,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A04,2,3,42 43 44,756,0.7671263813972473,0.1941370384560691,0.4272258679072062,0.6681329011917114,0.726858033074273,3.621129565768772,0.6635589798291524,8.206970585717094,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A04,4,3,42 43 44,756,0.8100486662652757,0.1539346343941158,0.378959231906467,0.5928587052557204,0.6077147523562113,4.692831039428711,0.433259023560418,6.68443579143948,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A04,6,3,42 43 44,756,0.8184601532088386,0.1473438342412313,0.3700407644112904,0.5790972510973612,0.582556770907508,4.915920257568359,0.3913082281748454,6.150395022498237,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A04,8,3,42 43 44,756,0.8214663929409451,0.1453051120042801,0.3667031294769711,0.5733069578806559,0.5598092873891195,5.012423992156982,0.3853546612792545,6.13173156314426,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2a,A04,16,3,42 43 44,756,0.8223958479033576,0.1434789912568198,0.3640966018040975,0.5692297750049167,0.5391549732949998,5.081780009799534,0.3907866544193691,6.1923441886901855,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
