row_type,panel,panel_title,condition_label,condition,delta_reference,subject,denoiser_label,display_label,model_order,delta_balanced_accuracy,mean_delta_balanced_accuracy,ci95_low,ci95_high,n_source_rows,n_subjects,n_checkpoint_seeds,n_contamination_pairs,n_train_contamination_seeds,n_test_contamination_seeds,source_file,aggregation
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC447,MicroWaveNet,MicroWaveNet,7,-0.10754458272559579,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC448,MicroWaveNet,MicroWaveNet,7,-0.13256397279866736,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC449,MicroWaveNet,MicroWaveNet,7,-0.06933030508765223,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC450,MicroWaveNet,MicroWaveNet,7,-0.027996294368984206,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC451,MicroWaveNet,MicroWaveNet,7,-0.09486336035872164,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC453,MicroWaveNet,MicroWaveNet,7,-0.09770512959913583,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC454,MicroWaveNet,MicroWaveNet,7,-0.06870449212023952,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC455,MicroWaveNet,MicroWaveNet,7,-0.05583568996972612,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC456,MicroWaveNet,MicroWaveNet,7,-0.09329064311303129,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC457,MicroWaveNet,MicroWaveNet,7,-0.00556379852767366,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC458,MicroWaveNet,MicroWaveNet,7,0.013623575907741993,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC459,MicroWaveNet,MicroWaveNet,7,-0.13374120882330917,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC460,MicroWaveNet,MicroWaveNet,7,-0.11487878953394466,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC461,MicroWaveNet,MicroWaveNet,7,-0.18713591618152475,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC462,MicroWaveNet,MicroWaveNet,7,-0.08355018796175848,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC463,MicroWaveNet,MicroWaveNet,7,-0.1051487293216489,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC464,MicroWaveNet,MicroWaveNet,7,-0.055375386112042894,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC465,MicroWaveNet,MicroWaveNet,7,-0.11796276761765573,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC466,MicroWaveNet,MicroWaveNet,7,-0.04501476665889237,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC467,MicroWaveNet,MicroWaveNet,7,-0.0347019822431152,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC470,MicroWaveNet,MicroWaveNet,7,-0.021887850626380566,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC471,MicroWaveNet,MicroWaveNet,7,-0.09813350921884927,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC472,MicroWaveNet,MicroWaveNet,7,-0.03506177328264521,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC473,MicroWaveNet,MicroWaveNet,7,-0.04980612279320564,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC474,MicroWaveNet,MicroWaveNet,7,-0.0311311112731108,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC475,MicroWaveNet,MicroWaveNet,7,0.015163019600578635,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC476,MicroWaveNet,MicroWaveNet,7,0.0096281979184481,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC477,MicroWaveNet,MicroWaveNet,7,-0.10960544663448474,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC480,MicroWaveNet,MicroWaveNet,7,-0.18274448957472253,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC481,MicroWaveNet,MicroWaveNet,7,-0.1142327989032048,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC482,MicroWaveNet,MicroWaveNet,7,-0.11016844369769012,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
mean_ci,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,,DeepSeparator,DeepSeparator,8,,-0.020341585466158,-0.0270027288067929,-0.0140224985401045,,75.0,3,5.0,,,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_summary.csv,Mean and 95% subject-bootstrap CI across 75 subjects
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC400,DeepSeparator,DeepSeparator,8,-0.023605967711710182,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC401,DeepSeparator,DeepSeparator,8,-0.0029386428973652333,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC402,DeepSeparator,DeepSeparator,8,-0.013051960082440093,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC403,DeepSeparator,DeepSeparator,8,0.009618215939106639,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC404,DeepSeparator,DeepSeparator,8,-0.0146210980729323,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC405,DeepSeparator,DeepSeparator,8,-0.08753733225576503,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC406,DeepSeparator,DeepSeparator,8,-0.018329669751639157,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC407,DeepSeparator,DeepSeparator,8,-0.037464337086185795,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC408,DeepSeparator,DeepSeparator,8,-0.032238649750021685,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC409,DeepSeparator,DeepSeparator,8,-0.01971782257059416,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC410,DeepSeparator,DeepSeparator,8,-0.030326504391278035,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC411,DeepSeparator,DeepSeparator,8,-0.07215574157118712,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC412,DeepSeparator,DeepSeparator,8,0.0136908904829903,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC414,DeepSeparator,DeepSeparator,8,-0.004560942810954293,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC415,DeepSeparator,DeepSeparator,8,-0.05327695183926408,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC416,DeepSeparator,DeepSeparator,8,-0.023769710590788955,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC417,DeepSeparator,DeepSeparator,8,-0.028616829295344832,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC418,DeepSeparator,DeepSeparator,8,-0.022464753098992242,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC419,DeepSeparator,DeepSeparator,8,-0.032830739757780496,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC420,DeepSeparator,DeepSeparator,8,0.010084857633040746,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC421,DeepSeparator,DeepSeparator,8,-0.07054240327786075,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC422,DeepSeparator,DeepSeparator,8,-0.014487101411423432,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC423,DeepSeparator,DeepSeparator,8,0.02403937337645003,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC424,DeepSeparator,DeepSeparator,8,-0.01387428455544688,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC425,DeepSeparator,DeepSeparator,8,-0.016897291106781693,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC426,DeepSeparator,DeepSeparator,8,-0.08469564987001994,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC427,DeepSeparator,DeepSeparator,8,-0.034509077592693824,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC428,DeepSeparator,DeepSeparator,8,0.006713832041701313,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC429,DeepSeparator,DeepSeparator,8,-0.0066474712448953135,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC430,DeepSeparator,DeepSeparator,8,-0.06268597295805398,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC431,DeepSeparator,DeepSeparator,8,-0.0238208778133794,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC432,DeepSeparator,DeepSeparator,8,0.01071433277301936,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC433,DeepSeparator,DeepSeparator,8,-0.05484402401174326,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC434,DeepSeparator,DeepSeparator,8,-0.013877323203210147,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC435,DeepSeparator,DeepSeparator,8,0.043499315999072814,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC437,DeepSeparator,DeepSeparator,8,0.02272061249935706,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC438,DeepSeparator,DeepSeparator,8,0.017981109797965286,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC440,DeepSeparator,DeepSeparator,8,-0.026006592623564393,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC441,DeepSeparator,DeepSeparator,8,-0.010952936122574327,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC442,DeepSeparator,DeepSeparator,8,-0.026449870835972247,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC443,DeepSeparator,DeepSeparator,8,-0.01807330379684625,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC444,DeepSeparator,DeepSeparator,8,-0.0020103221857302664,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC445,DeepSeparator,DeepSeparator,8,-0.027954295772750958,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC446,DeepSeparator,DeepSeparator,8,0.00022007089271336062,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
subject,A,Synthetic-EOG evaluation,Sleep-EDF + synthetic EOG,denoised_denoised,noisy/noisy,SC447,DeepSeparator,DeepSeparator,8,-0.04838969198602742,,,,15.0,,3,,5.0,5.0,runs/sleep_edf_formal_all_subjects_20260817_010000/sleep_edf_formal_downstream_rows.csv,Human subject-level effect after averaging checkpoint and contamination nuisance repetitions
